Sno,Molecule,Frequency (cm-1),IR Intensity,vibrational_modes
44,C4H4N2,1160.3853,0.916,24
44,C4H4N2,1213.9333,4.4124,24
44,C4H4N2,1252.2725,10.0287,24
44,C4H4N2,1392.8227,0.2717,24
44,C4H4N2,1434.5643,59.5692,24
44,C4H4N2,1491.4468,6.3456,24
44,C4H4N2,1607.2828,45.8955,24
44,C4H4N2,1607.888,85.0145,24
44,C4H4N2,3150.7032,14.1385,24
44,C4H4N2,3153.8285,18.1968,24
44,C4H4N2,3166.4252,13.5754,24
44,C4H4N2,3197.8911,8.8885,24
45,HOCN,453.5437,15.1706,6
45,HOCN,512.5636,2.8253,6
45,HOCN,1099.1966,77.0366,6
45,HOCN,1232.7686,91.1213,6
45,HOCN,2376.9506,143.4293,6
45,HOCN,3771.7771,160.5296,6
46,C3H3NO,183.2672,7.3719,18
46,C3H3NO,192.9482,20.595,18
46,C3H3NO,344.6361,116.5113,18
46,C3H3NO,448.8732,4.8148,18
46,C3H3NO,531.629,9.1177,18
46,C3H3NO,567.0334,4.8728,18
46,C3H3NO,831.93,20.0277,18
46,C3H3NO,956.2916,36.194,18
46,C3H3NO,1027.7857,8.6485,18
46,C3H3NO,1174.1198,9.0137,18
46,C3H3NO,1221.1323,310.0846,18
46,C3H3NO,1344.8651,49.3499,18
46,C3H3NO,1360.9679,28.2203,18
46,C3H3NO,1714.8935,171.1717,18
46,C3H3NO,2324.4615,61.4193,18
46,C3H3NO,3165.0149,5.4988,18
46,C3H3NO,3182.8365,5.1093,18
46,C3H3NO,3855.1265,164.4308,18
47,CHF3,499.789,2.3493,9
47,CHF3,499.7891,2.3494,9
47,CHF3,687.5511,14.0407,9
47,CHF3,1122.4082,107.8482,9
47,CHF3,1125.6676,342.1534,9
47,CHF3,1125.6749,342.1432,9
47,CHF3,1379.3834,45.8769,9
47,CHF3,1379.3849,45.8785,9
47,CHF3,3140.1968,32.8348,9
48,CHCl3,261.3485,0.0033,9
48,CHCl3,261.3501,0.0033,9
48,CHCl3,364.9068,0.21,9
48,CHCl3,661.8457,5.1525,9
48,CHCl3,729.9275,191.1505,9
48,CHCl3,729.9417,191.149,9
48,CHCl3,1244.4873,27.7527,9
48,CHCl3,1244.4884,27.7532,9
48,CHCl3,3180.5563,0.1781,9
